term,mean_writer,mean_model,mean_difference,ci_low,ci_high,t_statistic,p_value,cohens_d
paragraph_type_model,41.52003498890597,46.09320164186764,4.5731666529616675,4.004077297846115,5.142256008077219,15.750963161341438,1.3062397564048048e-55,0.2058785895938005
