term,mean_writer,mean_model,mean_difference,ci_low,ci_high,t_statistic,p_value,cohens_d
paragraph_type_model,26.067076292882803,30.422011287839915,4.354934994957112,3.7597988778366775,4.950071112077546,14.34286768075995,1.8614400871735787e-46,0.1874873690766939
