term,mean_writer,mean_model,mean_difference,ci_low,ci_high,t_statistic,p_value,cohens_d
paragraph_type_model,43.932070319167096,68.79647682572268,24.864406506555582,24.257120557619675,25.47169245549149,80.25211792969928,0,1.0487413492216986
