writer_id,proposition_id,paragraph_type,model_name,model_input_condition,writer_stance,writer_stance_polarity,writer_confidence,writer_knowledge,writer_importance,paragraph_relevance,paragraph_clarity,paragraph_formality,paragraph_informativeness,paragraph_originality,writer_friendliness,writer_optimism,writer_community,writer_openness,paragraph_hope,paragraph_excitement,paragraph_fear,paragraph_disgust,paragraph_anger,writer_affect_x,writer_affect_y,writer_age,writer_age_binned,writer_gender,writer_race,writer_english_first,writer_english_skills,writer_education,writer_income,writer_politicalParty,writer_politicalIdeology
67693b69371357770f713607,242,model,openai/chatgpt-4o-latest,stance-based,93.33333333333333,86.66666666666667,89.0,79.0,82.77777777777777,86.0,87.77777777777777,66.44444444444444,63.888888888888886,45.55555555555556,68.11111111111111,77.44444444444444,83.77777777777777,23.555555555555557,64.11111111111111,25.11111111111111,21.11111111111111,10.11111111111111,14.777777777777779,70.4088888888889,55.25111111111111,38.0,30-39,Male,Asian,Yes,Expert,Undergraduate degree,"£35,000-£49,999",Labour,Moderately Left-Wing
5a8d6772f49c9a0001f3cd72,82,model,anthropic/claude-sonnet-4,bullets-based,93.2,86.4,88.6,72.6,70.5,85.5,81.9,67.7,67.4,55.4,62.7,68.7,54.7,28.2,65.8,48.2,19.6,15.8,21.7,66.402,45.835,34.5,30-39,Female,White,Yes,Advanced,Undergraduate degree,"£25,000-£34,999",Labour,Centrist
63fbd3e8b4865c6e1fb04614,88,model,deepseek/deepseek-chat-v3-0324,improve,95.1,90.2,91.0,74.3,86.4,86.9,89.1,69.7,61.4,53.2,60.5,62.2,85.1,23.2,71.6,40.4,24.8,20.2,17.4,61.137,41.471,38.4,40-49,Female,White,Yes,Expert,Undergraduate degree,"£35,000-£49,999",Labour,Centrist
6716ad851065864029a3a4b0,104,model,anthropic/claude-sonnet-4,rewrite,60.6,22.8,62.1,68.3,60.0,61.6,40.2,90.4,51.5,48.9,37.7,40.6,47.2,28.3,29.0,10.2,14.8,12.5,17.0,37.754000000000005,44.065000000000005,39.0,18-29,Male,White,Yes,Expert,Doctorate (PhD),"£25,000-£34,999",Conservative,Centrist
5c5844d8dd470300014ee3f1,342,writer,,,44.55555555555556,22.444444444444443,58.111111111111114,56.111111111111114,68.22222222222223,78.77777777777777,63.44444444444444,37.111111111111114,45.22222222222222,42.888888888888886,59.77777777777778,37.888888888888886,68.0,62.333333333333336,35.55555555555556,21.0,48.55555555555556,26.666666666666668,16.88888888888889,45.05555555555556,39.595555555555556,31.444444444444443,30-39,Female,White,Yes,Advanced,Undergraduate degree,"£35,000-£49,999",Labour,Moderately Left-Wing
6786cd2f6379519962f2542c,278,writer,,,64.3,28.6,32.7,35.0,41.2,54.1,43.1,25.3,28.7,29.3,76.3,68.7,73.3,55.2,59.6,33.0,15.2,14.7,13.7,63.699,55.011,47.8,40-49,Male,White,Yes,Intermediate,A-levels or equivalent,"£25,000-£34,999",Labour,Moderately Left-Wing
659585d0d682df995ad2c5b5,201,model,openai/chatgpt-4o-latest,bullets-based,84.7,74.2,82.3,65.0,69.5,85.5,80.9,74.1,50.8,34.1,48.5,55.6,55.4,25.9,54.2,30.7,49.5,20.6,24.3,45.457,31.967000000000002,41.7,30-39,Male,White,Yes,Expert,Undergraduate degree,"£25,000-£34,999",Conservative,Moderately Right-Wing
5bebf332cef79f00014d230c,184,writer,,,36.5,68.2,79.6,71.7,71.7,87.7,92.6,65.8,76.1,61.9,51.9,58.2,61.6,24.1,46.8,34.0,13.7,17.7,31.3,40.451,39.064,45.0,18-29,Male,White,Yes,Expert,Undergraduate degree,"£50,000-£74,999",Liberal Democrats,Centrist
64eb7975f0171c1552c78e48,280,model,anthropic/claude-sonnet-4,bullets-based,27.9,87.0,87.8,68.6,83.2,82.3,94.4,75.3,74.7,53.0,49.3,33.4,79.6,6.9,31.2,19.3,48.6,41.8,43.0,31.536,29.437,44.2,30-39,Male,White,Yes,Expert,Undergraduate degree,"£35,000-£49,999",Labour,Moderately Left-Wing
58ff31a1d10e2b000108579e,174,model,openai/chatgpt-4o-latest,improve,46.22222222222222,44.888888888888886,65.0,59.77777777777778,69.22222222222223,80.0,69.77777777777777,58.77777777777778,54.888888888888886,54.666666666666664,57.111111111111114,43.55555555555556,53.111111111111114,41.111111111111114,36.22222222222222,41.0,48.111111111111114,27.444444444444443,32.333333333333336,34.53666666666666,33.03666666666666,33.77777777777778,18-29,Male,White,Yes,Advanced,A-levels or equivalent,"£25,000-£34,999",Labour,Moderately Right-Wing
67334911eb1de6dd02fc126a,298,writer,,,25.666666666666668,56.666666666666664,48.111111111111114,35.666666666666664,53.333333333333336,63.333333333333336,50.55555555555556,15.333333333333334,19.666666666666668,32.888888888888886,39.44444444444444,32.22222222222222,34.22222222222222,31.11111111111111,32.55555555555556,24.555555555555557,38.333333333333336,34.22222222222222,35.666666666666664,39.99555555555556,43.19444444444444,26.333333333333332,18-29,Male,White,Yes,Intermediate,GCSEs or equivalent,"£15,000-£24,999",Did not vote,Moderately Left-Wing
