term,mean_writer,mean_model,mean_difference,ci_low,ci_high,t_statistic,p_value,cohens_d
paragraph_type_model,34.80267068896672,33.71661114812333,-1.0860595408433937,-1.4347084007457096,-0.7374106809410779,-6.105473012226322,1.0291391449410758e-9,-0.04067710431976795
