term,mean_writer,mean_model,mean_difference,ci_low,ci_high,t_statistic,p_value,cohens_d
paragraph_type_model,40.69353311743037,45.88814812347321,5.194615006042838,4.891219030197054,5.498010981888623,33.55810853949218,2.2611164719909945e-245,0.2235823335400982
