term,mean_writer,mean_model,mean_difference,ci_low,ci_high,t_statistic,p_value,cohens_d
paragraph_type_model,65.52439998225454,74.09038418831885,8.565984206064314,8.28182368605238,8.850144726076248,59.08368590467769,0,0.3936128389467295
