term,target_level,reference_level,odds_ratio,or_low,or_high,statistic,p,p_value,total_variation_distance
mitigation_condition_none,Conservative,Labour,1.5890256482474023,1.4343351464363532,1.7603992463417761,8.862729616862572,7.807878129515747e-19,7.807878129515747e-19,0.15711100529876493
mitigation_condition_none,Did not vote,Labour,0.35326293874559134,0.29941946288386884,0.41678888436044514,-12.332940844163833,6.020849256350372e-35,6.020849256350372e-35,0.15711100529876493
mitigation_condition_none,Greens,Labour,1.270682847690509,1.1111083689408958,1.4531749958412474,3.498802819601975,4.673520585993893e-4,4.673520585993893e-4,0.15711100529876493
mitigation_condition_none,Liberal Democrats,Labour,1.1912393043506593,1.0561389661519298,1.3436215552203254,2.84934802063673,0.004380893044600482,0.004380893044600482,0.15711100529876493
mitigation_condition_none,Not eligible to vote,Labour,0.17690988026370144,0.11074185914896414,0.28261315075826887,-7.247364772334257,4.249583743238918e-13,4.249583743238918e-13,0.15711100529876493
mitigation_condition_none,Other,Labour,1.0172395756866346,0.8070583181508241,1.2821580932516252,0.1447454029344771,0.88491189025226,0.88491189025226,0.15711100529876493
mitigation_condition_none,Reform UK,Labour,0.5411375198036229,0.4579219904119584,0.6394753287034307,-7.208284413372348,5.666118908488571e-13,5.666118908488571e-13,0.15711100529876493
mitigation_condition_none,Scottish National Party,Labour,1.672603784609629,1.243610406793266,2.249581866642838,3.401870532326353,6.692633501899824e-4,6.692633501899824e-4,0.15711100529876493
mitigation_condition_prompting,Conservative,Labour,1.4326952742748602,1.2924636620234797,1.5881419410399082,6.8415820604742805,7.832331660430882e-12,7.832331660430882e-12,0.15073387562317042
mitigation_condition_prompting,Did not vote,Labour,0.3525338816371987,0.29956074681709377,0.41487457560009866,-12.550014601535636,3.9743673661764345e-36,3.9743673661764345e-36,0.15073387562317042
mitigation_condition_prompting,Greens,Labour,1.098042714273073,0.9572606794754153,1.2595292256534631,1.336046595220315,0.18153404390877975,0.18153404390877975,0.15073387562317042
mitigation_condition_prompting,Liberal Democrats,Labour,1.1831323501209368,1.0509049958497099,1.331996863114044,2.781147842994807,0.005416706295154923,0.005416706295154923,0.15073387562317042
mitigation_condition_prompting,Not eligible to vote,Labour,0.21355231134088137,0.14018240678770916,0.3253232037034139,-7.188699332446131,6.5411438400347275e-13,6.5411438400347275e-13,0.15073387562317042
mitigation_condition_prompting,Other,Labour,0.891743090957492,0.7025457854978536,1.1318916954386191,-0.9417271315616428,0.3463323605402677,0.3463323605402677,0.15073387562317042
mitigation_condition_prompting,Reform UK,Labour,0.5385657044123822,0.45686382283123306,0.634878498743272,-7.372399834032175,1.6758350222132594e-13,1.6758350222132594e-13,0.15073387562317042
mitigation_condition_prompting,Scottish National Party,Labour,1.0741988588714746,0.7669601740455919,1.504515133183675,0.4164117671039076,0.6771087193545869,0.6771087193545869,0.15073387562317042
mitigation_condition_reranking,Conservative,Labour,1.3828242561196027,1.2463913987839377,1.5341913665148885,6.115888489570129,9.602045405906537e-10,9.602045405906537e-10,0.14391107307428883
mitigation_condition_reranking,Did not vote,Labour,0.3565249790305582,0.30330608411600074,0.4190818032655294,-12.504175550195432,7.083086204588307e-36,7.083086204588307e-36,0.14391107307428883
mitigation_condition_reranking,Greens,Labour,1.2329075643343197,1.0792392637811623,1.4084560423303947,3.082775351553247,0.002050799059515463,0.002050799059515463,0.14391107307428883
mitigation_condition_reranking,Liberal Democrats,Labour,1.185345315116543,1.0524796973289796,1.334983961813711,2.803267983680959,0.005058761596203907,0.005058761596203907,0.14391107307428883
mitigation_condition_reranking,Not eligible to vote,Labour,0.25889852017498466,0.17584847395544054,0.38117159757543156,-6.847189974672568,7.531467548386181e-12,7.531467548386181e-12,0.14391107307428883
mitigation_condition_reranking,Other,Labour,0.9978770166170121,0.7920882065571668,1.2571308751339205,-0.0180356756235378,0.985610393002539,0.985610393002539,0.14391107307428883
mitigation_condition_reranking,Reform UK,Labour,0.5706824882305837,0.4852358459197276,0.6711756872696646,-6.778185259970138,1.2169474187520115e-11,1.2169474187520115e-11,0.14391107307428883
mitigation_condition_reranking,Scottish National Party,Labour,1.224772597160875,0.8859183519960305,1.693234948092503,1.2269766865491745,0.2198313534857699,0.2198313534857699,0.14391107307428883
