term,target_level,reference_level,odds_ratio,or_low,or_high,statistic,p,p_value,total_variation_distance
mitigation_condition_none,Conservative,Labour,1.5466045054962627,1.3838711253745657,1.7284741711580347,7.687562503630764,1.4996458945806817e-14,1.4996458945806817e-14,0.14924063765629256
mitigation_condition_none,Did not vote,Labour,0.3572221537552401,0.29933427266790974,0.4263048998572378,-11.41206862851426,3.6396899093323116e-30,3.6396899093323116e-30,0.14924063765629256
mitigation_condition_none,Greens,Labour,1.228732256738438,1.0584293654527246,1.4264371417017057,2.7059989691986286,0.006809925735001436,0.006809925735001436,0.14924063765629256
mitigation_condition_none,Liberal Democrats,Labour,1.1932570812624332,1.0453929562602395,1.3620356378491667,2.61770285496421,0.008852385407983361,0.008852385407983361,0.14924063765629256
mitigation_condition_none,Not eligible to vote,Labour,0.1550305740264562,0.09006583840257869,0.26685455117336004,-6.727721635646498,1.7234021101968473e-11,1.7234021101968473e-11,0.14924063765629256
mitigation_condition_none,Other,Labour,1.0911558110642134,0.8473700799987407,1.4050779371640914,0.6762189641610633,0.49890163383020336,0.49890163383020336,0.14924063765629256
mitigation_condition_none,Reform UK,Labour,0.5471427364705906,0.4584620261148486,0.6529770341274299,-6.684127668495768,2.3230422306921852e-11,2.3230422306921852e-11,0.14924063765629256
mitigation_condition_none,Scottish National Party,Labour,1.6079549583853379,1.1347530078081391,2.278486270056352,2.6708728822533248,0.007565429117838989,0.007565429117838989,0.14924063765629256
mitigation_condition_prompting,Conservative,Labour,1.574366368020013,1.4067477152320922,1.7619573388420897,7.902038307229405,2.7437905895671984e-15,2.7437905895671984e-15,0.14503377356838668
mitigation_condition_prompting,Did not vote,Labour,0.35052616781618384,0.2926001039971056,0.4199198586925823,-11.375319120102024,5.549948703260331e-30,5.549948703260331e-30,0.14503377356838668
mitigation_condition_prompting,Greens,Labour,1.211151034808543,1.0407891187069813,1.4093986983070914,2.4769087298556274,0.01325257867643537,0.01325257867643537,0.14503377356838668
mitigation_condition_prompting,Liberal Democrats,Labour,1.2666456760885438,1.110358225953718,1.444931222422158,3.5180440696617836,4.3474015859788285e-4,4.3474015859788285e-4,0.14503377356838668
mitigation_condition_prompting,Not eligible to vote,Labour,0.20701570936143598,0.12760448089266097,0.3358463873887624,-6.379795631043015,1.7732446136088006e-10,1.7732446136088006e-10,0.14503377356838668
mitigation_condition_prompting,Other,Labour,1.095937749681045,0.8477652448916122,1.416759602275878,0.699310760695029,0.4843578436323122,0.4843578436323122,0.14503377356838668
mitigation_condition_prompting,Reform UK,Labour,0.5856646651324957,0.4913342546207416,0.6981054073860995,-5.970841706843386,2.360326676538189e-9,2.360326676538189e-9,0.14503377356838668
mitigation_condition_prompting,Scottish National Party,Labour,1.390806918467142,0.9604030585425402,2.0140959228009248,1.7461428702561532,0.08078612903326447,0.08078612903326447,0.14503377356838668
mitigation_condition_reranking,Conservative,Labour,1.449867224868404,1.292490886475007,1.6264060286573288,6.336645846137597,2.3482089935137087e-10,2.3482089935137087e-10,0.1355260104488191
mitigation_condition_reranking,Did not vote,Labour,0.3908189840890604,0.32817008478851717,0.4654277930995301,-10.539837938839797,5.659634276544888e-26,5.659634276544888e-26,0.1355260104488191
mitigation_condition_reranking,Greens,Labour,1.3151901960711079,1.1329809002295406,1.5267029227863584,3.600927584879008,3.170838917735719e-4,3.170838917735719e-4,0.1355260104488191
mitigation_condition_reranking,Liberal Democrats,Labour,1.1858660124917944,1.0364382915362442,1.3568373641413376,2.4808416831796554,0.013107257438928498,0.013107257438928498,0.1355260104488191
mitigation_condition_reranking,Not eligible to vote,Labour,0.2782340051681843,0.18184787379501902,0.4257083682990505,-5.89574618547487,3.729919413852622e-9,3.729919413852622e-9,0.1355260104488191
mitigation_condition_reranking,Other,Labour,1.052925938286405,0.8104858409340321,1.3678869827493292,0.3862631928046163,0.699301757092325,0.699301757092325,0.1355260104488191
mitigation_condition_reranking,Reform UK,Labour,0.5927792871157549,0.497030090892539,0.7069738626940288,-5.817902434170218,5.9590664918797395e-9,5.9590664918797395e-9,0.1355260104488191
mitigation_condition_reranking,Scottish National Party,Labour,1.284076190650619,0.8759075764721526,1.8824493675883012,1.2811336832778208,0.20014671455933894,0.20014671455933894,0.1355260104488191
