writer_id,proposition_id,proposition_number,made_edits,edit_ratio,edit_distance
2e278f6e67b5b594,181,3,True,0.06525573192239864,972
4584ac9fc9f7c663,54,1,False,0.0,0
4584ac9fc9f7c663,52,2,False,0.0,0
4584ac9fc9f7c663,184,3,False,0.0,0
dfaae9fa224c5b29,218,1,True,0.9900066622251832,14
dfaae9fa224c5b29,261,2,False,0.0,0
dfaae9fa224c5b29,370,3,False,0.0,0
75a8ad450fdf94d6,226,1,False,0.0,0
75a8ad450fdf94d6,200,2,True,1.0,0
75a8ad450fdf94d6,390,3,False,0.0,0
6ea85e903ef97c14,186,1,True,0.9536826119969628,59
6ea85e903ef97c14,181,2,False,0.0,0
6ea85e903ef97c14,52,3,False,0.0,0
110c05a10c48c863,184,1,False,0.0,0
110c05a10c48c863,37,2,False,0.0,0
110c05a10c48c863,346,3,False,0.0,0
abf1d8b983c52b2a,22,1,False,0.0,0
abf1d8b983c52b2a,243,2,False,0.0,0
abf1d8b983c52b2a,377,3,False,0.0,0
f44f20b9fcb60b84,104,1,True,0.9912575655682583,13
f44f20b9fcb60b84,109,2,True,0.835458409228901,271
f44f20b9fcb60b84,88,3,False,0.0,0
27c04c494d902aed,280,1,False,0.0,0
27c04c494d902aed,181,2,False,0.0,0
27c04c494d902aed,99,3,False,0.0,0
27a9e110477e6f0d,361,1,True,0.9919191919191919,11
27a9e110477e6f0d,187,2,False,0.0,0
27a9e110477e6f0d,261,3,False,0.0,0
6a6c118b03f81582,87,1,False,0.0,0
6a6c118b03f81582,61,2,False,0.0,0
6a6c118b03f81582,85,3,False,0.0,0
d3b747589883402c,54,1,False,0.0,0
d3b747589883402c,129,2,False,0.0,0
d3b747589883402c,346,3,False,0.0,0
5e31a82780f5ce98,278,1,True,0.9779367918902803,36
5e31a82780f5ce98,46,2,False,0.0,0
5e31a82780f5ce98,88,3,False,0.0,0
c070301e409f6027,171,1,True,0.874381800197824,242
c070301e409f6027,67,2,False,0.0,0
c070301e409f6027,184,3,False,0.0,0
d366b7ac459f3d6d,88,1,True,0.9889937106918238,7
d366b7ac459f3d6d,378,2,True,0.9253880821231848,129
d366b7ac459f3d6d,250,3,False,0.0,0
e96e227abcd96160,249,1,True,0.8887594641817123,189
e96e227abcd96160,264,2,True,0.7350771294433267,395
e96e227abcd96160,360,3,True,0.9472502805836139,35
77306be1faf023de,88,1,False,0.0,0
77306be1faf023de,47,2,False,0.0,0
77306be1faf023de,128,3,False,0.0,0
7c6267d699acfa2a,360,1,True,0.9417360285374554,98
7c6267d699acfa2a,174,2,True,0.9732558139534884,35
7c6267d699acfa2a,387,3,False,0.0,0
fbbf4ec23fcbda08,325,1,False,0.0,0
fbbf4ec23fcbda08,174,2,False,0.0,0
fbbf4ec23fcbda08,226,3,False,0.0,0
b7a0a31c3f8f3360,364,1,False,0.0,0
b7a0a31c3f8f3360,184,2,False,0.0,0
b7a0a31c3f8f3360,176,3,False,0.0,0
7dba17fe19ceb0b0,41,1,False,0.0,0
7dba17fe19ceb0b0,353,2,False,0.0,0
7dba17fe19ceb0b0,389,3,False,0.0,0
bb575a7b65c6159f,250,1,False,0.0,0
bb575a7b65c6159f,81,2,False,0.0,0
bb575a7b65c6159f,374,3,False,0.0,0
e38cbf776d07ac09,243,1,False,0.0,0
e38cbf776d07ac09,51,2,False,0.0,0
e38cbf776d07ac09,303,3,True,0.9844559585492227,16
517234f84c48ebea,181,1,False,0.0,0
517234f84c48ebea,308,2,False,0.0,0
517234f84c48ebea,368,3,False,0.0,0
91bfff6a14cada8c,364,1,False,0.0,0
91bfff6a14cada8c,393,2,False,0.0,0
91bfff6a14cada8c,193,3,False,0.0,0
78bac554bd9ff24b,250,1,True,0.9100768187980117,199
78bac554bd9ff24b,280,2,False,0.0,0
78bac554bd9ff24b,372,3,False,0.0,0
687b7f7cbc125abf,89,1,False,0.0,0
