term,target_level,reference_level,odds_ratio,or_low,or_high,statistic,p,p_value
model_anthropic/claude-sonnet-4,Conservative,Labour,1.3307290873762234,1.2679709622943636,1.3965934210235094,11.592552403271068,4.495336292278091e-31,4.495336292278091e-31
model_anthropic/claude-sonnet-4,Did not vote,Labour,0.3663527836963424,0.3377764537964575,0.39734670849181203,-24.234589849517366,9.613051715722701e-130,9.613051715722701e-130
model_anthropic/claude-sonnet-4,Greens,Labour,1.1578503382611631,1.0796916911311956,1.241666872889354,4.110306157135739,3.951348675046524e-5,3.951348675046524e-5
model_anthropic/claude-sonnet-4,Liberal Democrats,Labour,1.282585945866535,1.2104379839488921,1.359034275484048,8.425471566623374,3.593002295379896e-17,3.593002295379896e-17
model_anthropic/claude-sonnet-4,Not eligible to vote,Labour,0.3348168598989678,0.27888902969256996,0.40196034170357914,-11.73376048412574,8.557072250440526e-32,8.557072250440526e-32
model_anthropic/claude-sonnet-4,Other,Labour,0.7387427878007663,0.6803127673804256,0.802191187193278,-7.202902578461911,5.894408936129202e-13,5.894408936129202e-13
model_anthropic/claude-sonnet-4,Scottish National Party,Labour,1.1069008166140735,0.9540099873904523,1.2842941206227094,1.3391993498114982,0.18050578405614826,0.18050578405614826
model_deepseek/deepseek-chat-v3-0324,Conservative,Labour,1.224974544936503,1.1668391649489507,1.28600640158324,8.179982148552027,2.838859268722895e-16,2.838859268722895e-16
model_deepseek/deepseek-chat-v3-0324,Did not vote,Labour,0.37954606716092665,0.3506388858602761,0.4108363986609584,-23.969060885029208,5.847876755489017e-127,5.847876755489017e-127
model_deepseek/deepseek-chat-v3-0324,Greens,Labour,1.174118044983386,1.0959019282385234,1.2579165598982005,4.563618164795346,5.0279489145222915e-6,5.0279489145222915e-6
model_deepseek/deepseek-chat-v3-0324,Liberal Democrats,Labour,1.2804357999894,1.2090507337270127,1.3560356006240804,8.446149070144692,3.0106920941489526e-17,3.0106920941489526e-17
model_deepseek/deepseek-chat-v3-0324,Not eligible to vote,Labour,0.25924070656245135,0.21179096953679072,0.31732110243408906,-13.088807037435897,3.815534234348909e-39,3.815534234348909e-39
model_deepseek/deepseek-chat-v3-0324,Other,Labour,0.7259718882893759,0.6688148934606539,0.7880135262230777,-7.6542425001366095,1.9445503081841224e-14,1.9445503081841224e-14
model_deepseek/deepseek-chat-v3-0324,Scottish National Party,Labour,1.0214039998731517,0.8779138753143332,1.1883467846812834,0.2741962202985353,0.7839338326198733,0.7839338326198733
model_openai/chatgpt-4o-latest,Conservative,Labour,1.147639305664032,1.093043406756312,1.2049621888425666,5.537536997593588,3.0675490779674775e-8,3.0675490779674775e-8
model_openai/chatgpt-4o-latest,Did not vote,Labour,0.35505487267149255,0.3276993777977246,0.3846939333695772,-25.313739211007853,2.2549064696513545e-141,2.2549064696513545e-141
model_openai/chatgpt-4o-latest,Greens,Labour,1.2066931021550407,1.1277081027836617,1.2912102335651068,5.4397647644489036,5.3350967925227103e-08,5.3350967925227103e-08
model_openai/chatgpt-4o-latest,Liberal Democrats,Labour,1.2271149325859507,1.1587240745478369,1.2995423939586546,6.995125413590449,2.650217512402105e-12,2.650217512402105e-12
model_openai/chatgpt-4o-latest,Not eligible to vote,Labour,0.2540375597028126,0.2077293449893613,0.31066906672750155,-13.34552606409115,1.2577949998662704e-40,1.2577949998662704e-40
model_openai/chatgpt-4o-latest,Other,Labour,0.7072005520518148,0.6516749299220126,0.7674572058223008,-8.304236128027279,1.0046367128323454e-16,1.0046367128323454e-16
model_openai/chatgpt-4o-latest,Scottish National Party,Labour,1.0249282465920502,0.8825593957654616,1.1902631320933972,0.3226996323934301,0.7469227305717168,0.7469227305717168
