term,odds_ratio,or_low,or_high,statistic,p,p_value
model_anthropic/claude-sonnet-4,8.24278583885487,7.878749246693748,8.623642694776496,91.52923895268991,0,0
model_deepseek/deepseek-chat-v3-0324,7.1235448384609,6.813523954008921,7.447671925436733,86.48582229616977,0,0
model_openai/chatgpt-4o-latest,6.672011124308551,6.385516864089717,6.971359310511032,84.75778875604568,0,0
