term,odds_ratio,or_low,or_high,statistic,p,p_value
model_anthropic/claude-sonnet-4,3.913588925883403,3.555695306902033,4.30750583467224,27.88544487371185,4.006246950225301e-171,4.006246950225301e-171
model_deepseek/deepseek-chat-v3-0324,3.915888608072299,3.5581426666957703,4.309603359741145,27.926748690309385,1.2633289410423456e-171,1.2633289410423456e-171
model_openai/chatgpt-4o-latest,4.201187884154203,3.8061720227274387,4.63719966742764,28.491234690069764,1.504263633170955e-178,1.504263633170955e-178
