term,target_level,reference_level,odds_ratio,or_low,or_high,statistic,p,p_value
input_condition_bullets-based,Conservative,Labour,1.2543679904873886,1.1952493538787627,1.316410714177192,9.20103165080521,3.545294098212946e-20,3.545294098212946e-20
input_condition_bullets-based,Did not vote,Labour,0.32822186481879617,0.3019489407432657,0.3567808261885111,-26.171875303785356,5.5560600043036096e-151,5.5560600043036096e-151
input_condition_bullets-based,Greens,Labour,1.2468924219259898,1.1653372036793128,1.334155218719257,6.393519464163662,1.621103501680914e-10,1.621103501680914e-10
input_condition_bullets-based,Liberal Democrats,Labour,1.2254719420911528,1.1566045465213968,1.2984398905999628,6.890330524557817,5.566290463567017e-12,5.566290463567017e-12
input_condition_bullets-based,Not eligible to vote,Labour,0.21581051531807563,0.17337743112713863,0.26862884182255675,-13.727568157655273,6.942485597092961e-43,6.942485597092961e-43
input_condition_bullets-based,Other,Labour,0.7125364156990042,0.656238629120861,0.7736639099977126,-8.070945465320115,6.975587091130476e-16,6.975587091130476e-16
input_condition_bullets-based,Scottish National Party,Labour,0.9931462777475007,0.8526595738980803,1.1567799848824714,-0.08838024087228036,0.9295744653339594,0.9295744653339594
input_condition_improve,Conservative,Labour,1.2331517114471104,1.1567250283205919,1.314628028454381,6.4201373605415695,1.3615143634966614e-10,1.3615143634966614e-10
input_condition_improve,Did not vote,Labour,0.43321496445780133,0.39076353699640354,0.480278192977615,-15.897979254245994,6.544183244603131e-57,6.544183244603131e-57
input_condition_improve,Greens,Labour,1.2194384002004541,1.114818517416897,1.333876311391905,4.335010519684927,1.4575315205465909e-5,1.4575315205465909e-5
input_condition_improve,Liberal Democrats,Labour,1.2564232442909669,1.164762429283912,1.3552972942002866,5.90622196519877,3.5004227479485075e-9,3.5004227479485075e-9
input_condition_improve,Not eligible to vote,Labour,0.3193901028050534,0.24747135798706923,0.4122094718337173,-8.768596829250448,1.8090656100993885e-18,1.8090656100993885e-18
input_condition_improve,Other,Labour,0.7702958623485843,0.691537774593123,0.8580235778160623,-4.742598502392942,2.109941787328889e-6,2.109941787328889e-6
input_condition_improve,Scottish National Party,Labour,1.463477578953226,1.2294791455846585,1.7420113482936013,4.284108949047813,1.8347299638265025e-5,1.8347299638265025e-5
input_condition_rewrite,Conservative,Labour,1.2489862204331426,1.1710679696395732,1.3320888447764372,6.764943881528507,1.33360880691276e-11,1.33360880691276e-11
input_condition_rewrite,Did not vote,Labour,0.5031757205253674,0.45599380329998795,0.5552395753932152,-13.67210866168273,1.4901355145087336e-42,1.4901355145087336e-42
input_condition_rewrite,Greens,Labour,1.0749995074227634,0.978147833920799,1.1814409855890509,1.5013303244412075,0.1332701453876581,0.1332701453876581
input_condition_rewrite,Liberal Democrats,Labour,1.234858263396337,1.1434959888939216,1.3335201395443415,5.379157312684206,7.483529649414234e-8,7.483529649414234e-8
input_condition_rewrite,Not eligible to vote,Labour,0.39326875518301563,0.31106416258007696,0.49719746730189346,-7.800597705647922,6.1614640808355526e-15,6.1614640808355526e-15
input_condition_rewrite,Other,Labour,0.8418496438494484,0.7576071802652304,0.9354594852194125,-3.2002374929157456,0.0013731438979188776,0.0013731438979188776
input_condition_rewrite,Scottish National Party,Labour,1.2213906663056093,1.0114694133849058,1.4748791609487557,2.0785247876876034,0.037661050276806225,0.037661050276806225
input_condition_stance-based,Conservative,Labour,1.2034005539269321,1.1464624583392158,1.263166432234941,7.486994916693475,7.04684304548995e-14,7.04684304548995e-14
input_condition_stance-based,Did not vote,Labour,0.3081617280243561,0.28303731277620076,0.33551636597838086,-27.12856413941655,4.533780744054632e-162,4.533780744054632e-162
input_condition_stance-based,Greens,Labour,1.1446205075583997,1.0683345154332513,1.2263538127773856,3.838404719520596,1.2383624961306272e-4,1.2383624961306272e-4
input_condition_stance-based,Liberal Democrats,Labour,1.3161775876534705,1.2437248448229115,1.3928510389192772,9.510153677808871,1.903810768765743e-21,1.903810768765743e-21
input_condition_stance-based,Not eligible to vote,Labour,0.2763009392518873,0.22738491245880463,0.33573999350245387,-12.938800544944355,2.7184047772546076e-38,2.7184047772546076e-38
input_condition_stance-based,Other,Labour,0.655953460988029,0.6029282226297089,0.7136420668873366,-9.804813318936466,1.0734530778574723e-22,1.0734530778574723e-22
input_condition_stance-based,Scottish National Party,Labour,0.824987622091265,0.7012778202633468,0.9705206081495865,-2.320992506600733,0.020287248278815125,0.020287248278815125
