term,mean_writer,mean_model,mean_difference,ci_low,ci_high,t_statistic,p_value,cohens_d
paragraph_type_model,43.47577572964669,40.406225720886454,-3.0695500087602383,-3.5524391598010907,-2.586660857719386,-12.459422233009523,1.6126080123157658e-35,-0.1628683876535954
