term,mean_writer,mean_model,mean_difference,ci_low,ci_high,t_statistic,p_value,cohens_d
paragraph_type_model,68.60914831882579,78.35834688114993,9.749198562324139,9.159221916044523,10.339175208603756,32.389583376255416,5.0846244624605407e-225,0.42332833708840667
