model,term,estimate,conf.low,conf.high,statistic,p,odds_ratio,or_low,or_high
rq2_interaction_bin,(Intercept),-0.0740735767718585,-0.1734716320307937,0.025324478487076682,-1.4606074766825436,0.144123193270734,0.9286033676895776,0.8407410009384199,1.0256478672051637
rq2_interaction_bin,paragraph_typeai,0.11702843249640754,0.005502408513658699,0.2285544564791564,2.056663589976232,0.039718596800742356,1.1241513916665604,1.0055175745672322,1.2567819631892156
rq2_interaction_bin,distortion_binhigh_distortion,-0.4086584885609684,-0.5203135562297342,-0.29700342089220266,-7.173484699612337,7.311242720407601e-13,0.664541141975582,0.5943341615715086,0.7430414704928194
rq2_interaction_bin,paragraph_typeai:distortion_binhigh_distortion,0.38930700592291,0.23201421272218836,0.5465997991236317,4.8510023568869025,1.2283908645495085e-6,1.4759576095118085,1.2611376529000562,1.7273696174770006
rq2_interaction_continuous,(Intercept),0.13619724688096074,0.003671728780089145,0.26872276498183234,2.01426640322214,0.04398157129490645,1.1459078980635522,1.00367847783391,1.308292386301146
rq2_interaction_continuous,paragraph_typeai,-0.06509810298802723,-0.23123494949815881,0.10103874352210435,-0.7679809747119027,0.4424984879489127,0.9369755387683761,0.7935529992520253,1.106319503647252
rq2_interaction_continuous,distortion_magnitude,-0.02754510031254607,-0.034452832800072046,-0.02063736782502009,-7.815503084496109,5.4743936951969016e-15,0.9728308065906199,0.9661339084430245,0.9795741252648187
rq2_interaction_continuous,paragraph_typeai:distortion_magnitude,0.025066703902402364,0.015347505733789504,0.03478590207101522,5.054926960795793,4.305555118565949e-7,1.0253835153252346,1.015465883525864,1.035398008498388
