model,term,estimate,conf.low,conf.high,statistic,p,odds_ratio,or_low,or_high
rq1_primary,(Intercept),-0.2801113926103271,-0.36211109463976787,-0.19811169058088626,-6.695246782463752,2.153079690073003e-11,0.7556995574207487,0.6962050188995449,0.820278230669171
rq1_primary,paragraph_typeai,0.31330419618557603,0.233987058584571,0.39262133378658104,7.741894870412209,9.794596419320217e-15,1.3679375891394738,1.2636281389652668,1.4808575324327682
rq1_with_stance_distance,(Intercept),0.0856227890293158,-0.012450385204520215,0.18369596326315182,1.711146641926797,0.08705404579559185,1.0893953189256678,0.9876268001800179,1.2016504216783495
rq1_with_stance_distance,paragraph_typeai,0.31413475984812894,0.23624982823217222,0.39201969146408566,7.90515960944018,2.6759051184602755e-15,1.3690742203506034,1.2664906757732954,1.479966853829509
rq1_with_stance_distance,stance_distance,-0.012842081154907302,-0.014693653112890325,-0.01099050919692428,-13.593863550178929,4.354722253995008e-42,0.9872400265156778,0.9854137718095325,0.9890696657962497
rq1_with_presentation_order,(Intercept),-0.3869130922893652,-0.5082337427316805,-0.2655924418470499,-6.250673098680309,4.0868749496082454e-10,0.6791501157436542,0.6015571457170898,0.7667515596789881
rq1_with_presentation_order,paragraph_typeai,0.3131951159781328,0.23392661373073836,0.3924636182255273,7.743947848732849,9.63765519262207e-15,1.3677883823613823,1.2635517614554452,1.4806239965728034
rq1_with_presentation_order,presentation_order,0.04223012760461791,0.006895047451549514,0.0775652077576863,2.3424180392129195,0.01915924157960138,1.0431345051763212,1.0069188730192238,1.0806526971003299
