model,random_effects,term,estimate,conf.low,conf.high,statistic,p
rq1_primary,(1 | reader_id) + (1 | proposition_id),(Intercept),-0.018466473020930525,-0.5349393651625208,0.4980064191206598,-0.07007845444206191,0.9441312153988134
rq1_primary,(1 | reader_id) + (1 | proposition_id),paragraph_type3human,2.9126616492461697,2.485368807696511,3.3399544907958285,13.360186215546687,1.0330539074680854e-40
rq1_primary,(1 | reader_id) + (1 | proposition_id),paragraph_type3ai,4.3254041817478885,3.898044701701368,4.7527636617944085,19.837248992070958,1.4202050662429052e-87
