proposition_leaning,term,odds_ratio,or_low,or_high,statistic,p,ame,ame_low,ame_high
right,paragraph_type_model,0.9867968084717789,0.9616553982318957,1.0125955129045843,-1.0093829684417166,0.31279100333295456,-0.28572091989856885,-0.8405092572593561,0.26906741746221835
