proposition_leaning,term,target_level,reference_level,odds_ratio,or_low,or_high,statistic,p,p_value
right,paragraph_type_model,Conservative,Labour,1.2166350797325203,1.151066535571494,1.2859386243045017,6.937444085156734,3.99257264402258e-12,3.99257264402258e-12
right,paragraph_type_model,Did not vote,Labour,0.3726105915638741,0.34286603053630077,0.40493557419034176,-23.258308725345326,1.1721852739785742e-119,1.1721852739785742e-119
right,paragraph_type_model,Greens,Labour,1.1651198638038256,1.0691549897358523,1.2696983225655927,3.4847736428460476,4.925535304689131e-4,4.925535304689131e-4
right,paragraph_type_model,Liberal Democrats,Labour,1.2657281002815879,1.1845050259268928,1.3525207481401742,6.963984536182296,3.3078093323574616e-12,3.3078093323574616e-12
right,paragraph_type_model,Not eligible to vote,Labour,0.2847198891536985,0.23516786832839678,0.3447129739956299,-12.877449118464268,6.029563554262763e-38,6.029563554262763e-38
right,paragraph_type_model,Other,Labour,0.7395668121240782,0.6769614882170643,0.8079618694941061,-6.685269339051828,2.3050031132816403e-11,2.3050031132816403e-11
right,paragraph_type_model,Scottish National Party,Labour,1.0799052241032148,0.8966145630510971,1.300665125354376,0.8100517098422767,0.41791045676493255,0.41791045676493255
