proposition_leaning,term,odds_ratio,or_low,or_high,statistic,p,ame,ame_low,ame_high
right,paragraph_type_model,1.4063335067309501,1.3759944335143253,1.4373415211447371,30.643854805796682,3.1909698147933675e-206,8.432488619912792,7.895575602484593,8.969401637340992
