proposition_leaning,term,odds_ratio,or_low,or_high,statistic,p,ame,ame_low,ame_high
left,paragraph_type_model,1.2983187204920998,1.2664033899953777,1.3310383668401233,20.558614405423548,6.444725569134744e-94,4.814546038538536,4.353215599039072,5.2758764780380005
