proposition_leaning,term,odds_ratio,or_low,or_high,statistic,p,ame,ame_low,ame_high
right,paragraph_type_model,1.2303820597822717,1.1966274403125545,1.2650888338634922,14.607620520174976,2.5113699318327317e-48,4.489220742929978,3.887196887864054,5.091244597995901
