proposition_leaning,term,odds_ratio,or_low,or_high,statistic,p,ame,ame_low,ame_high
right,paragraph_type_model,1.346714140204012,1.3142691028657225,1.3799601401804606,23.92335475135771,1.7504698383797697e-126,7.005936624055686,6.433332474167461,7.578540773943912
