proposition_leaning,term,odds_ratio,or_low,or_high,statistic,p,ame,ame_low,ame_high
left,paragraph_type_model,1.7104361905908936,1.6666212327535397,1.7554030301471175,40.53970155031318,0,9.343797416556177,8.886310695753355,9.801284137358998
