proposition_leaning,term,odds_ratio,or_low,or_high,statistic,p,p_value
left,paragraph_type_model,3.92209928761257,3.5490590290520987,4.334349667325642,26.800754573129836,3.1664562229951655e-158,3.1664562229951655e-158
