proposition_leaning,term,odds_ratio,or_low,or_high,statistic,p,ame,ame_low,ame_high
right,paragraph_type_model,3.154542935618286,3.0759621166647237,3.2351312386933073,89.26119220433755,0,27.603582708764034,27.027780630001928,28.17938478752614
