proposition_leaning,term,odds_ratio,or_low,or_high,statistic,p,p_value
right,paragraph_type_model,4.094872159355637,3.683192585935031,4.552566180084527,26.077737462877593,6.522318487111879e-150,6.522318487111879e-150
