proposition_leaning,term,odds_ratio,or_low,or_high,statistic,p,p_value
right,paragraph_type_model,1.5327899507894143,1.4710841654020126,1.5970840340049255,20.372287160519804,2.9459298417059606e-92,2.9459298417059606e-92
