proposition_leaning,term,odds_ratio,or_low,or_high,statistic,p,ame,ame_low,ame_high
left,paragraph_type_model,0.8087202316332843,0.787793964884255,0.8302023653469911,-15.871896752661254,9.919720270913434e-57,-3.6083920636438336,-4.0554030868643975,-3.16138104042327
