proposition_leaning,term,target_level,reference_level,odds_ratio,or_low,or_high,statistic,p,p_value
right,paragraph_type_model,Moderately Left-Wing,Centrist,1.02059490760943,0.965762474021716,1.0785405246703335,0.723537798056667,0.46934954076868335,0.46934954076868335
right,paragraph_type_model,Moderately Right-Wing,Centrist,1.0295882486221732,0.9689295962522948,1.0940443617379731,0.9411958821670369,0.34660448658051735,0.34660448658051735
right,paragraph_type_model,Other,Centrist,0.6381222146150347,0.5791249932172639,0.7031296620839016,-9.076057633041973,1.1257875952037542e-19,1.1257875952037542e-19
right,paragraph_type_model,Very Left-Wing,Centrist,1.1177832610528555,1.0351473042760568,1.2070160580322111,2.8415419384459897,0.0044895946514163,0.0044895946514163
right,paragraph_type_model,Very Right-Wing,Centrist,0.8901376708616184,0.8109907492373579,0.9770087683886098,-2.4495743995944532,0.014302515848711861,0.014302515848711861
