proposition_leaning,term,odds_ratio,or_low,or_high,statistic,p,p_value
left,paragraph_type_model,1.6022340372028314,1.5377297446311742,1.6694441392801556,22.48482877928893,5.842550039363972e-112,5.842550039363972e-112
