proposition_leaning,term,odds_ratio,or_low,or_high,statistic,p,ame,ame_low,ame_high
left,paragraph_type_model,1.4132094573217182,1.378679438409907,1.4486043054119677,27.403231631090662,2.509814544214523e-165,8.201333979719838,7.616817723569712,8.785850235869965
