proposition_leaning,term,odds_ratio,or_low,or_high,statistic,p,ame,ame_low,ame_high
left,paragraph_type_model,1.1478804974318209,1.1154577834868613,1.181245633757187,9.434239759572623,3.938398261692125e-21,3.4372927332149583,2.723738090073292,4.150847376356625
