proposition_leaning,term,odds_ratio,or_low,or_high,statistic,p,ame,ame_low,ame_high
right,paragraph_type_model,0.8551268812925044,0.8327687823225618,0.8780852484283063,-11.5779802319647,5.328675477883049e-31,-2.8858967664975257,-3.375028420713951,-2.3967651122810993
