proposition_leaning,term,odds_ratio,or_low,or_high,statistic,p,ame,ame_low,ame_high
left,paragraph_type_model,1.0094020169013522,0.9840092816326017,1.0354500214002458,0.719895390386867,0.4715894063865519,0.2058658689810422,-0.3546089056707931,0.7663406436328776
