proposition_leaning,term,odds_ratio,or_low,or_high,statistic,p,ame,ame_low,ame_high
left,paragraph_type_model,1.5218074699405966,1.4879456087115965,1.5564399410891925,36.5733209608056,7.596385889335791e-293,10.44276570095985,9.887152069578379,10.99837933234132
