proposition_leaning,term,odds_ratio,or_low,or_high,statistic,p,ame,ame_low,ame_high
left,paragraph_type_model,0.9615360852824144,0.9373160125608535,0.9863820002117011,-3.0133743540951534,0.0025836000007690156,-0.7717289050424014,-1.273682812044576,-0.269774998040227
