proposition_leaning,term,odds_ratio,or_low,or_high,statistic,p,ame,ame_low,ame_high
right,paragraph_type_model,1.5274474632255055,1.4892441342589802,1.5666308157560325,32.77770190380687,1.2240406250878158e-235,7.485179086945837,7.0343283888719705,7.936029785019703
