proposition_leaning,term,odds_ratio,or_low,or_high,statistic,p,ame,ame_low,ame_high
left,paragraph_type_model,1.2226387210646754,1.1985328269819504,1.247229453039568,19.784577050221618,4.042752972159831e-87,4.982278133088281,4.489528238240348,5.4750280279362125
