proposition_leaning,term,odds_ratio,or_low,or_high,statistic,p,ame,ame_low,ame_high
right,paragraph_type_model,1.1757075285343597,1.1530257037243787,1.1988355404285043,16.285938656872627,1.2420865868802631e-59,4.028235343399944,3.5439822317971403,4.512488455002748
