proposition_leaning,term,odds_ratio,or_low,or_high,statistic,p,ame,ame_low,ame_high
right,paragraph_type_model,0.846993891025276,0.8248434840307687,0.8697391266624547,-12.282159523471744,1.129426695469873e-34,-3.2548998078165137,-3.7747692394810946,-2.735030376151933
