proposition_leaning,term,odds_ratio,or_low,or_high,statistic,p,ame,ame_low,ame_high
left,paragraph_type_model,0.9007629368345853,0.8853024981228749,0.9164933681936285,-11.831881436382998,2.670871561178349e-32,-2.54124896524785,-2.962027038539359,-2.120470891956341
