proposition_leaning,term,odds_ratio,or_low,or_high,statistic,p,ame,ame_low,ame_high
left,paragraph_type_model,1.2485506377283402,1.2235015542289058,1.2741125579969577,21.4678970068076,3.1076610464759133e-102,5.485322784374841,4.985523048185664,5.985122520564018
