proposition_leaning,term,odds_ratio,or_low,or_high,statistic,p,ame,ame_low,ame_high
left,paragraph_type_model,0.8287216710565031,0.8071928298519907,0.8508247133520908,-13.989188860490419,1.8146982588924107e-44,-3.4106808201399135,-3.889365664113753,-2.931995976166074
