term,mean_writer,mean_model,mean_difference,ci_low,ci_high,t_statistic,p_value,cohens_d
paragraph_type_model,27.931495405179568,24.25887045979438,-3.672624945385188,-4.409792919825828,-2.9354569709445473,-9.765305544308946,1.7913820050969608e-22,-0.1412870644383096
