term,mean_writer,mean_model,mean_difference,ci_low,ci_high,t_statistic,p_value,cohens_d
paragraph_type_model,68.55753968253966,80.98687801805582,12.429338335516164,11.766644801993692,13.092031869038635,36.76314729033405,2.542878076584945e-285,0.5316291090195201
