term,mean_writer,mean_model,mean_difference,ci_low,ci_high,t_statistic,p_value,cohens_d
paragraph_type_model,71.7301587301587,82.5280285534327,10.797869823273999,10.19034084471856,11.405398801829435,34.837610478122954,2.1304104144536666e-257,0.5037971884927865
