term,mean_writer,mean_model,mean_difference,ci_low,ci_high,t_statistic,p_value,cohens_d
paragraph_type_model,58.632623224728526,65.35219399538107,6.719570770652545,6.0702500696106405,7.3688914716944485,20.28420440466054,1.6027739042236072e-90,0.2934824365437401
