term,mean_writer,mean_model,mean_difference,ci_low,ci_high,t_statistic,p_value,cohens_d
paragraph_type_model,39.43870091896409,47.0452445937434,7.60654367477931,6.918512679218398,8.294574670340221,21.669803571628165,6.850437353899848e-103,0.3135680160288106
