writer_id,extreme_more,moderate_more,informative_more,informative_less,clarity_more,clarity_less,open_views_more,open_views_less
659a7bdb91e97f566290622d,10,10,20,10,50,10,5,8
66f58669346fa04b8fe1605d,52,50,100,28,100,31,47,43
578e9a9bfa4465000113f154,33,37,51,21,49,28,37,50
59d3e6c5cafa460001f84103,3,77,77,0,85,0,56,0
5c607179ced0b900018cbe28,50,51,49,49,48,49,51,49
555a9cf4fdf99b471511858b,5,50,90,15,90,10,20,30
64ccf9cc977586e51e651f69,9,76,93,13,95,8,51,16
601fdac060b197531ca7bde9,0,0,80,0,98,4,49,0
5ec4a2cfc14ec21da0bc4a46,0,62,67,19,86,10,88,17
5e2c8f69cad44b2bc5ce9a34,42,61,100,0,97,0,52,47
60dd7e78241358532c6a9024,59,98,95,16,89,1,42,20
6307a8dc7ac0c8026ec12eb9,21,48,83,11,77,3,51,49
62b4a939405954c28764e517,26,72,76,18,86,3,57,34
5730e126dd6617000fdab097,0,0,100,0,100,0,50,50
60eb2754cb0dd8c971cb2aeb,5,50,52,2,50,3,29,16
6400d8b38db9ff28e17ad5c3,55,40,80,25,75,33,45,42
5907a8bc05fbfc00014771d4,68,57,73,77,72,42,57,61
5ce1aee8a80ce000014ae0f5,15,81,24,0,100,0,83,75
66bf59da77f200a4a75a7b62,40,50,70,15,80,10,35,50
63e546e24eee3ecb827d167b,0,0,60,0,80,0,75,0
67bc8477a15e59d2c79fb201,70,18,100,0,90,0,76,4
631f98b5af7456ff2fb98620,0,90,100,0,100,0,90,18
57b76ef5017c2d000166f019,55,80,100,0,80,14,73,50
669a88248079035630cd7587,0,0,60,0,70,0,5,5
5c6342cbfaca5c000186e2f5,40,50,80,3,93,0,50,50
63f7d23e72f4d2ce3feeccce,48,100,100,0,91,0,12,47
60ae8874a4a90d85f0022c91,0,59,100,0,100,0,78,0
6658b1d8c5946493820c5cc4,0,50,74,0,100,0,50,0
6318e2c61780455450fe4199,27,57,99,0,100,0,59,14
5dac2415bb24a50017217397,23,68,61,27,74,10,37,20
6685b14fabbdf1d4cd38e9d0,20,60,69,21,73,21,45,20
61364d250433ee40764f71b4,50,50,50,25,75,18,7,10
66082dbd14e7571e8a15d5ba,14,15,83,2,100,0,60,7
676848a3b156c5254aedde73,78,54,100,0,100,0,82,4
614c5dc3cda534db7afc2e73,5,60,85,10,90,1,55,30
5e332d99c0a4dc2fefafc92a,10,29,66,27,77,12,29,26
5f589f76666edd016fed5851,30,30,52,8,54,7,47,12
5a6325d713898300014b2f82,17,56,73,4,89,3,47,49
66a90e7caa371f25183bdce2,0,0,14,0,16,0,0,0
6615283f82799fd70e2c056b,68,89,100,38,100,10,100,15
599ca8a89039240001432773,5,52,69,12,71,14,57,24
6234ad50fbfc7c32f4687eee,0,100,100,0,100,0,50,50
6676e665ac9f7a837ad80699,0,28,70,33,71,22,49,29
654413e40d944ce166cda207,0,85,100,50,100,0,75,0
5e8e474ffacc7d10481f2f15,20,20,100,0,100,0,50,25
62b33a5e37ff2b46fba512e3,6,47,74,12,75,10,50,7
67deecb1e73145d35a1e419c,12,48,63,29,65,24,52,35
5e2ee2dd7916f04a5362c88d,25,48,98,26,99,4,91,14
673ba25a20c8ed58b8d6669c,14,20,45,21,60,21,55,27
5cae418e50fb5500114de744,5,28,65,4,78,1,2,7
5b05cc3511a9a900012e715f,13,2,55,7,75,7,3,51
62fb8f68f98a42cbbbe0acd2,27,21,60,30,94,4,40,34
63eb91ce65cc7b1190f50277,35,61,80,19,68,22,40,32
6612c390357111d4d83571f5,78,20,100,0,100,0,0,100
66ccea0717ffecf7d719d1b9,73,49,89,36,89,78,27,52
62e98b16791977c7b8e645b2,37,45,63,12,67,5,49,49
67542e9190f072ebdb98befb,18,68,49,16,75,24,81,0
66646364b821e70655b52218,0,68,49,50,80,0,49,30
6001a2c5dfd5e9098174ff65,30,60,100,0,100,0,70,5
5ec94f9f4907d9451096dc3d,24,15,82,4,97,2,3,49
5c575a94a1c68a00018fd213,26,18,89,17,83,18,19,72
6631567fdd57e9eb0757da23,30,25,60,40,90,0,32,29
609ead232ea62ae4a66e760c,10,41,69,7,31,6,35,10
672e9166e385d17ccaabdd2a,71,51,59,58,54,42,53,41
5fe37f650f62f4ff50d746eb,0,50,75,0,100,0,100,0
5ff5da3a3b6fbb0a6e2b6bfc,0,0,0,0,0,0,0,0
5f5a07190adc3903dfa338e5,7,0,97,0,99,1,66,21
670d749686d3bb0c4620a28e,21,84,93,21,84,10,44,57
5d8b485caa868c001a4417d5,0,0,76,14,66,0,60,0
5ed0ff79d782b5000bda8eca,30,25,85,0,75,0,51,11
5fb2b8cdf350e792cc77bbe9,4,5,35,0,24,2,1,2
6768012df7cf253ec4474a42,18,51,78,10,88,14,50,50
6001ad0713a0870bca48e9f0,0,0,80,10,100,0,60,25
61449811f485875be5126622,30,50,70,10,60,0,60,30
5c3a6c286c4e3d0001b89fb1,0,0,53,2,74,0,0,1
5697d67b7183b8000d0fc222,2,2,75,2,95,1,1,1
60df072496f81526b344df74,4,19,87,14,96,6,22,41
5f008359d27e1c01c7b6c603,5,50,95,0,100,0,30,50
60e9921dee80109737706143,20,66,76,8,75,8,35,39
56f2b78bed0cf6000c915e73,16,15,57,6,58,6,51,31
62b2b006656740f2cb351d61,39,50,68,5,96,3,74,45
667194f7dcc0ea2f5f06578e,19,20,81,9,84,11,65,26
674b850fa92aa5000d548bad,11,42,46,4,77,7,51,33
5bfd93f50ef0390001383fdb,19,99,100,47,100,1,52,52
62fb7a077b0c0d3cbe7c1c5a,2,15,99,2,98,2,49,49
648383106e7c866c656b8469,18,79,86,3,96,1,56,18
60e6d87ad1de7a97c3f50c20,0,5,40,0,50,0,11,10
5ea05446e6c741000b235df5,0,0,60,50,71,0,46,49
5e943e9d444572271056ca00,6,50,63,34,52,48,48,50
642d521dfa462780d6ef7fc5,99,0,74,11,45,48,0,76
6666c0a8a6946a690bc0cdbf,41,47,52,37,72,52,56,48
5adf9d0009eae20001130ad4,10,10,10,10,80,10,10,10
665ee0800a4d97ea0026ff34,0,60,80,0,95,0,60,40
5d6950e2541fce00185bac27,30,65,91,6,93,3,75,25
5c3e4e336d874c0001bdc471,92,24,80,31,99,25,29,60
5c47910330525a0001038e30,0,0,100,0,100,0,50,19
59e60f9a3e4b5a00016aa0cd,25,50,75,0,65,0,20,30
5c191f0fd877e00001d4d52a,25,50,19,0,10,0,0,0
67ec0e17c501bb38c5bcf9cc,30,70,81,14,79,12,89,4
5ea040d5956554000971fb25,30,55,100,0,100,0,43,21
673bb67071964a6c68778e6b,10,37,55,37,65,40,66,40
6079f6b0bcd690c5a5cbbcec,11,2,69,5,78,6,26,0
61598cba874ca07729d42b2a,54,47,69,22,74,0,32,47
5cb749fda6fe0700189768a5,0,95,98,10,90,0,99,1
67e6d14022a912cd6c3fb682,12,13,35,14,49,17,18,11
66378d29bbeb618ea107e6d6,19,26,70,1,73,3,43,4
6346e432e4b74e36beed4fb2,55,90,87,0,88,5,24,18
61718d5a91c07b60dcc57a8e,45,51,84,0,100,0,60,50
642f09a5e0132920e22fbe76,0,64,72,0,95,0,64,10
5d120da16127370015883ac3,68,59,75,30,80,28,78,23
5992af75c825cf0001d7d94c,0,51,100,0,100,0,23,0
5c8b65b1a8990e0016f682ed,0,49,49,26,80,2,49,12
63d13d09057c2e8b7bf960cc,0,0,0,0,74,0,68,0
5a9d6bc3b5e2110001c6de60,0,0,70,48,100,0,47,0
5d5334fa962bb7001bc3fa2f,61,79,68,38,73,30,49,54
644150df4e40aadeab246610,63,37,73,11,90,8,90,4
592a6f9190cb9b000105e5de,5,40,82,9,68,20,56,16
5f7cca7022f65316cfa16574,45,58,87,15,76,20,67,35
5cfa3cd395c070000121de0f,1,47,93,1,95,6,73,0
5a8b59ccf49c9a0001f3b3c0,6,70,90,23,99,5,80,6
5d838710c4138c0001f73c34,0,0,81,0,100,0,50,50
66e8073478375ba1494b2d20,0,30,100,0,100,0,56,41
600d8ad157e12e491f2e364d,7,3,88,0,78,0,46,0
61479a05be49d6cf0dda2458,14,34,54,22,55,21,50,40
6798ae13687f9a946efe51eb,6,25,64,6,78,7,22,15
6722ea20fb84b196f0a649b6,1,1,68,35,81,1,1,1
5be9784e18a71d0001317761,10,50,80,0,80,0,50,50
62ab53520bb280439345fd6c,13,31,69,17,87,0,26,0
65e646da8809bd962f8da706,84,14,93,7,95,5,59,6
5dbecb5e30c4d737494efe10,0,0,10,0,10,0,0,0
59ff1a23f2e3460001eda6d5,37,48,64,35,81,18,50,20
6658b4ff0f6362e1f068dd84,40,50,75,25,80,0,50,50
6658b1d67df7606690e4d6da,50,70,100,0,100,0,50,16
5e3a9e0dfbce8a296258c297,0,75,80,0,80,0,50,10
60bcc05d27b1017afc3373b5,30,33,97,2,92,0,54,40
65ae75b0066b2d1c8156bae2,13,25,62,16,67,7,16,0
5c2d0d21e263990001799ef3,28,23,82,0,87,0,20,78
5a0b06c9746ac2000157fb4f,39,39,88,24,85,17,35,27
66ce0463b9210223e4580129,15,61,100,98,100,0,81,4
68a741770ddcfded8f735e8e,11,35,68,12,65,16,60,3
66700a48a3b3f15603aef0ad,0,3,57,0,59,0,5,0
5b2bc4d30ec82d0001d299e1,68,56,100,0,94,9,7,50
60d04a7334eac193a7a6c9cc,9,42,100,99,97,5,55,51
6661c0c697829fbda324ba70,68,50,82,36,68,15,66,22
5d39dd9c0d687700017077cc,33,49,100,0,100,0,62,48
55fa90794f51400006296b94,0,30,70,0,80,0,55,47
65f188fa5c340214664f1951,0,0,62,0,15,0,0,0
66684184ca1b579ea53e2001,34,82,87,12,82,20,19,75
5c73d77c4b6251000107a5c2,20,60,60,30,65,27,45,31
5eadc16626270746f0b32abf,0,0,89,7,90,2,51,30
62a0cb135aab4d33289a1e96,0,10,80,0,100,0,0,0
62c856da0023abc2686d446c,9,30,55,15,97,9,46,23
6712c14c23a005c694db2818,2,36,97,9,100,0,69,12
6122a649efda7628c15054cf,0,50,17,87,51,49,49,49
5f16b54f545875491515958b,78,71,68,70,71,73,68,69
62db0f5983e8de0a4ea4b00c,38,57,79,8,81,0,58,66
67658e96eafb8790feb600f7,8,11,80,18,75,11,50,9
64139dbe7f76e698b5448a52,10,10,60,0,80,0,10,0
5f160514e2a4062d2a0ded58,45,60,90,0,95,0,55,45
634689122e997b8299adeda5,25,29,66,25,48,22,22,46
5bc3a361f69e010001872b55,0,10,100,100,100,2,100,3
63e61d24e1c77b4b584e879f,49,51,100,0,100,0,52,47
5aad8499e1546900019aef29,30,100,100,0,100,0,77,10
5ea166af93435d0008a8a341,35,65,74,14,80,7,59,28
614da66d7f267237bf6d05e6,0,0,50,0,69,0,0,0
6283c1dd5756f82d10132bd5,51,43,80,1,70,0,44,44
5b0712a66c2e20000157909c,36,86,86,3,89,4,57,16
631c780f9c470a68068955ab,15,65,5,15,95,0,10,40
5be1b59a8425f6000141b942,44,56,74,33,79,21,53,41
66621659860c05fcca83a646,82,51,51,27,93,3,100,3
5bb76cd41fcd58000115d3cf,21,26,74,10,85,5,48,49
5b168549f6cef00001428386,0,0,85,0,85,0,0,0
5cd1d1f7db7024000195cc75,0,61,68,0,90,0,27,0
67385faf55a3f63a7dc74dcd,78,54,57,59,61,56,54,59
5decf59cca37283b0bf4d630,55,78,64,35,58,10,76,20
672653a2670aba44f7f10314,47,52,55,63,55,56,53,65
60cd0aa508a6b4672ebaf36e,19,47,59,23,72,16,49,48
66a64b2816104d62cf3c0f93,0,0,100,0,100,0,0,0
5ea98852cb0af2098caf14a4,10,80,100,0,90,0,50,20
62fb8276f170965e7e3899e7,91,49,79,23,80,14,2,75
6313025a14dc3855afaf69d2,4,53,97,0,98,0,71,0
5ef6354b6d77930e716a2a1d,0,20,90,0,100,0,50,40
6131f6711c0d96f6f1fb04af,52,15,72,7,75,3,11,7
57d74ff1ea00cf0001d47148,10,40,90,10,100,0,30,50
678e39da4cd42707dbfb8f62,88,88,99,98,100,14,100,0
6286800999a782f0e51954a5,0,0,67,0,100,0,0,0
5c88336991d8a80016a92d9e,61,56,82,22,79,9,64,19
63cfefc43323e05d2a6f554b,7,10,91,10,92,4,36,34
6533cc73fb36aa805c68bcae,2,58,67,2,61,0,55,41
63d9cfec2060a424e3495756,40,65,100,0,100,0,80,50
603ce27fe198adae929342b3,61,39,57,39,76,6,18,70
62e1854f1226462b9370ce1f,18,48,82,93,98,9,51,35
59baea7dd9e6ba0001b5e9fa,35,52,66,27,67,20,52,24
614ddeed68bcb4d625cd376d,10,40,62,37,70,33,24,24
67313cf2b9287e8f67e5b655,38,25,50,27,86,7,53,15
63cefcdc3f87b5a8b88eba2f,31,61,86,16,78,15,32,51
66cdf05f08f588238d4cc2f4,24,19,75,0,100,0,7,0
5c46014e8ea58000016e3d9c,49,48,29,48,71,14,51,50
5f0e1fecdc728111e1f7d093,49,36,93,0,83,3,32,62
6716bb01dce6ef13bc1f70f8,26,55,81,35,67,24,40,37
5f3a4444b12c9a5f76eca182,25,40,85,10,100,0,35,20
63af41c408d29ef66ea95c1f,12,17,60,24,88,2,15,14
5f05e24314e7c90bb6b43cc8,0,12,12,16,13,11,15,14
667af3912e9b8136044d4011,56,21,95,54,95,4,65,48
672cfc95831d6505bea856fe,35,60,40,0,66,0,35,14
60b3d51e5faeb57cea9ecda6,100,100,93,0,100,0,100,0
6103e1d7b7c388fda60e0bf6,0,15,30,0,15,0,20,25
5bb70866fb7bcf0001b8bebf,0,0,29,0,61,5,55,32
5b1d557444127b00013fec9e,10,0,70,0,80,0,10,50
63655db49a4838371d66126f,0,55,65,0,85,0,40,0
676061852828861446cab3f6,19,50,63,22,79,9,73,19
68a700bfe080729e6185e49b,20,60,60,10,70,0,60,10
663f6d9dbe5335a23d60081a,0,10,60,10,80,0,33,50
5d3bfbebfd9694001a2d0f99,34,35,78,3,97,2,63,36
644570d57bfa2bc1597e4982,2,24,58,5,54,13,9,7
5a6127f2c0d8360001078f95,28,34,64,6,83,1,33,22
604621c938f84c061ed59b73,0,0,25,0,28,0,0,0
6776ece18443c74c798c04fb,51,56,59,40,62,59,66,54
5f58a4009e4e760112ac30d7,27,75,93,1,63,4,19,75
665a43a934240340dc0fd79f,10,60,75,25,90,5,50,40
5d21aed085192700013a5282,0,100,100,0,100,0,100,0
665c492a372cfba059fbeb56,0,55,65,9,66,7,58,28
577d7ad24a150b000165c541,0,16,97,16,100,0,13,1
6658b23d243aa8c198969e40,39,81,98,3,97,4,51,49
63d405e3fc5a231a89b282df,15,9,85,80,93,0,10,41
5ad12914b438910001ac9638,12,13,79,0,100,0,1,51
5b39fe0206f9f90001fb91c8,32,91,84,15,80,21,84,20
654ba564067b2afcf4bcbb25,40,80,100,0,100,0,66,48
62dabd0c32decdde3f734147,25,60,65,18,85,7,69,16
656c97dad85d1ebbb4fa93f3,85,90,80,30,80,20,60,75
67717e578f7fc3b6ff3c6ae8,35,60,90,10,100,0,60,20
622b9908a530683a9c67740b,18,52,82,13,83,8,21,36
63f87480149da1634d6c4464,13,26,49,4,66,2,8,6
5ea954a1550e7902833cece8,0,0,25,0,50,0,35,0
5d11558ba4eb0400163a3c9a,0,65,65,25,100,0,75,0
5ed7a0239e6b4a23ec6eb236,40,15,75,0,75,0,60,20
5d59358467d37200195a694f,60,0,56,0,100,0,0,51
6361488409c6c218df84f296,25,57,100,17,88,14,72,19
5ddee2c82e4a05e53854a5d4,50,75,70,0,80,0,5,50
614d9188dc315950026a6102,10,40,90,10,90,10,50,40
6766d9f179fd5a6045f96722,5,70,80,5,65,5,60,20
665b5ab06f53305291fbf9cc,10,25,80,5,65,1,5,5
68a5eefd236f1c08d08ffce6,25,60,70,10,90,0,80,0
5cb5d4155e8cd100018330a0,17,23,61,28,71,16,42,22
57a3de9ddcff7d0001c7d35a,10,30,100,0,100,0,50,50
