term,mean_writer,mean_model,mean_difference,ci_low,ci_high,t_statistic,p_value,cohens_d
paragraph_type_model,70.10472430582973,78.39460726229038,8.289882956460644,7.972221395893175,8.607544517028114,51.1492085776579,0,0.37112974872149257
