term,mean_writer,mean_model,mean_difference,ci_low,ci_high,t_statistic,p_value,cohens_d
paragraph_type_model,35.033162258191496,34.6630328883269,-0.37012936986459266,-0.7308261733803244,-0.009432566348860893,-2.0112509947457036,0.044302480879360236,-0.014593948549044201
