term,mean_writer,mean_model,mean_difference,ci_low,ci_high,t_statistic,p_value,cohens_d
paragraph_type_model,52.1896038952496,55.471469573689355,3.2818656784397575,3.006368524648701,3.557362832230814,23.348486654013662,3.81439923127318e-120,0.16941584091038128
