term,mean_writer,mean_model,mean_difference,ci_low,ci_high,t_statistic,p_value,cohens_d
paragraph_type_model,48.926516646927055,50.76627959027838,1.8397629433513245,1.3138305914744457,2.365695295228203,6.856255780034936,7.122786954241156e-12,0.04975030637515451
