term,mean_writer,mean_model,mean_difference,ci_low,ci_high,t_statistic,p_value,cohens_d
paragraph_type_model,40.6630627714172,45.67757642783791,5.014513656420711,4.683677756666329,5.345349556175093,29.707848407366964,7.781956804513205e-193,0.21556331288137548
