term,odds_ratio,or_low,or_high,statistic,p,p_value
model_anthropic/claude-sonnet-4,5.919991901979531,5.682058330663866,6.167888831829111,84.96846926520674,0,0
model_deepseek/deepseek-chat-v3-0324,5.311152674209956,5.096266055032572,5.535100095669412,79.24370488711256,0,0
model_openai/chatgpt-4o-latest,4.757501829236998,4.570316842821303,4.952353290504317,76.15952831739729,0,0
