term,odds_ratio,or_low,or_high,statistic,p,p_value
model_anthropic/claude-sonnet-4,8.362920984753002,7.959821050408088,8.786434638959186,84.26230953089564,0,0
model_deepseek/deepseek-chat-v3-0324,7.39623799256437,7.03988877854341,7.770625099843019,79.42434215558087,0,0
model_openai/chatgpt-4o-latest,6.703886219903874,6.390867168899545,7.0322366686203095,77.98971420853846,0,0
