term,odds_ratio,or_low,or_high,statistic,p,ame,ame_low,ame_high
model_anthropic/claude-sonnet-4,3.599261401803439,3.516073986262485,3.68441696310339,107.34780741305035,0,30.4685110393839,29.965235727778765,30.971786350989035
model_deepseek/deepseek-chat-v3-0324,3.3282117600958148,3.250455284968881,3.407828303703655,99.69213016128039,0,28.83915602856965,28.32009184398101,29.358220213158294
model_openai/chatgpt-4o-latest,2.9935007796695206,2.925245510053041,3.0633486615349232,93.17054796804571,0,26.55286967847011,26.032112495835698,27.073626861104522
