term,target_level,reference_level,odds_ratio,or_low,or_high,statistic,p,p_value
input_condition_bullets-based,Centrist,all_other_levels,0.9471472671906158,0.9039918661597797,0.9923628511808894,-2.282215349175649,0.02247662933250395,0.02247662933250395
input_condition_improve,Centrist,all_other_levels,1.0400754719199763,0.9784941793009959,1.1055323681765106,1.2618406286993171,0.20700613930616638,0.20700613930616638
input_condition_rewrite,Centrist,all_other_levels,1.0940054317263759,1.0282838216860979,1.1639275649443923,2.8423707135497427,0.004477938899293647,0.004477938899293647
input_condition_stance-based,Centrist,all_other_levels,1.1255489122624383,1.0741877191804874,1.179365888544754,4.963184229107997,6.934674574918926e-7,6.934674574918926e-7
input_condition_bullets-based,Moderately Left-Wing,all_other_levels,1.0374711108902963,0.9914996836045492,1.0855740286461215,1.5908294633381113,0.11164796028243851,0.11164796028243851
input_condition_improve,Moderately Left-Wing,all_other_levels,0.9732089676894163,0.9158640768567005,1.0341443874965868,-0.8764349656313927,0.38079361679375845,0.38079361679375845
input_condition_rewrite,Moderately Left-Wing,all_other_levels,1.0371512905425477,0.9753417031415827,1.1028778898813516,1.1635813941902085,0.2445936951038772,0.2445936951038772
input_condition_stance-based,Moderately Left-Wing,all_other_levels,1.1166194186713299,1.066429220188359,1.169171758003475,4.701020747540883,2.5886420868392416e-6,2.5886420868392416e-6
input_condition_bullets-based,Moderately Right-Wing,all_other_levels,1.0271653270140977,0.9766975117845431,1.0802409100973769,1.0427242547768978,0.29707602104981895,0.29707602104981895
input_condition_improve,Moderately Right-Wing,all_other_levels,1.1543177198922117,1.0817578442053932,1.2317446141894233,4.332554350262083,1.4738926190780719e-5,1.4738926190780719e-5
input_condition_rewrite,Moderately Right-Wing,all_other_levels,1.0437332897709954,0.9751286612895419,1.1171645583010086,1.2339462854689416,0.2172229205512393,0.2172229205512393
input_condition_stance-based,Moderately Right-Wing,all_other_levels,0.9729879120414141,0.9234879738173967,1.025141099634834,-1.027923879869522,0.30398563559009795,0.30398563559009795
input_condition_bullets-based,Other,all_other_levels,0.6146557275012093,0.6145431683460775,0.6147683072725715,-5208.617623893018,0,0
input_condition_improve,Other,all_other_levels,0.8360122437341994,0.8358591473821684,0.8361653681274298,-1916.8530975890187,0,0
input_condition_rewrite,Other,all_other_levels,0.8242835740281782,0.708666906237355,0.9587627197383197,-2.5061483190577065,0.012205440875717039,0.012205440875717039
input_condition_stance-based,Other,all_other_levels,0.5699436020278464,0.5698392305911713,0.5700479925811359,-6016.87746792731,0,0
input_condition_bullets-based,Very Left-Wing,all_other_levels,1.3519361198828208,1.267641194024856,1.441836444617765,9.180102990109086,4.3067932158109704e-20,4.3067932158109704e-20
input_condition_improve,Very Left-Wing,all_other_levels,1.0763074234596584,0.9839349660023717,1.1773518675741177,1.6062435754014865,0.10822040246818539,0.10822040246818539
input_condition_rewrite,Very Left-Wing,all_other_levels,0.9690262511361551,0.8815238753794784,1.065214342591419,-0.651615174600507,0.5146494560377699,0.5146494560377699
input_condition_stance-based,Very Left-Wing,all_other_levels,1.0379653416791246,0.9677181775740717,1.1133117838376005,1.0422040858320183,0.29731706915688605,0.29731706915688605
input_condition_bullets-based,Very Right-Wing,all_other_levels,0.9835673608996435,0.9007852315860625,1.0739571648213262,-0.3693791032089814,0.7118451716254085,0.7118451716254085
input_condition_improve,Very Right-Wing,all_other_levels,0.8982433462194742,0.7962493578942683,1.0133020529665486,-1.7451121077185459,0.08096535640051654,0.08096535640051654
input_condition_rewrite,Very Right-Wing,all_other_levels,0.8590347217075281,0.7581627056390303,0.9733275556955081,-2.384203577168423,0.017116130909987214,0.017116130909987214
input_condition_stance-based,Very Right-Wing,all_other_levels,0.7260779498096327,0.6577519512455201,0.801501520750297,-6.348225379060699,2.1781282804329207e-10,2.1781282804329207e-10
