mean_writer,mean_model,mean_difference,ci_low,ci_high,t_statistic,p_value,cohens_d
69.88181535867967,80.43235026518438,10.550534906504708,10.243133897805622,10.857935915203795,67.27029835382457,0,0.4480885954520916
