mean_writer,mean_model,mean_difference,ci_low,ci_high,t_statistic,p_value,cohens_d
26.483962557118087,30.632470097419166,4.148507540301079,3.840108616867844,4.456906463734314,26.365315274699928,1.3093153348459686e-152,0.17562928119768553
