mean_writer,mean_model,mean_difference,ci_low,ci_high,t_statistic,p_value,cohens_d
49.00574508673093,50.864434236513375,1.8586891497824425,1.3767936557559726,2.340584643808912,7.5597570014295545,4.076341219521188e-14,0.05035836902716616
